S. No.,RMS,Maximum,Range,Standard Deviation,Sample Variance,Standard Error,P10,y
4244,1.949136135,2.958876122,5.958432683,1.94682723,3.790136265,0.194682723,-2.900224908,0
4245,1.819201106,2.956906719,5.955589343,1.784143931,3.183169567,0.178414393,-2.795716638,0
4246,1.946398318,2.973523375,5.968408937,1.902897824,3.621020129,0.190289782,-2.754687154,0
4247,2.007238092,2.991894859,5.990722182,2.004320642,4.017301235,0.200432064,-2.84408028,0
4248,1.85760469,2.987394682,5.987335735,1.850981786,3.426133572,0.185098179,-2.835349,0
4249,1.955246759,2.895552615,5.894983413,1.90801036,3.640503536,0.190801036,-2.945756488,0
4250,1.925739087,2.905956871,5.90589239,1.802855256,3.250287073,0.180285526,-2.868090663,0
4251,3.165614564,4.928604661,9.915031527,3.076400528,9.464240211,0.307640053,-4.543659178,1
4252,3.231504721,4.724596238,9.71946656,3.191139783,10.18337311,0.319113978,-4.764311495,1
4253,3.126018803,4.784276929,9.783138897,3.002111437,9.012673079,0.300211144,-4.819281728,1
4254,3.17956591,4.858696215,9.848563748,3.025424441,9.153193046,0.302542444,-4.639467757,1
4255,2.955657324,4.371172403,9.311383907,2.799043377,7.834643828,0.279904338,-4.604579415,1
4256,3.005680178,4.961154053,9.958712226,2.985268218,8.911826332,0.298526822,-4.532466593,1
4257,3.019872911,4.920867204,9.918687959,2.686757296,7.218664765,0.26867573,-4.575329503,1
4258,3.013683128,4.855063429,9.824509106,2.994394282,8.966397115,0.299439428,-4.600929357,1
4259,3.304834371,4.677911482,9.67025877,3.129492911,9.79372588,0.312949291,-4.735595971,1
4260,3.172669756,4.990061266,9.986860431,3.03818203,9.230550049,0.303818203,-4.694552381,1
4261,3.147198485,4.829244558,9.82905116,3.132847345,9.81473249,0.313284735,-4.596234399,1
4262,3.142383588,4.977154291,9.933806275,3.113702073,9.695140599,0.311370207,-4.375199639,1
4263,2.979438782,4.986821423,9.982438908,2.879260861,8.290143105,0.287926086,-4.538746827,1
4264,3.150226567,4.974043408,9.93120354,3.14036851,9.861914378,0.314036851,-4.348211766,1
4265,3.185395782,4.913363549,9.913229123,3.018378748,9.110610269,0.301837875,-4.532109312,1
4266,3.335172408,4.88360175,9.882550248,3.284794921,10.78987767,0.328479492,-4.723095156,1
4267,3.136501152,4.959311151,9.956182409,3.021927795,9.1320476,0.30219278,-4.622904624,1
4268,3.133511122,4.979121247,9.976312921,3.065509439,9.397348119,0.306550944,-4.700626352,1
4269,2.972993492,4.841255973,9.830246599,2.897774817,8.397098887,0.289777482,-4.489985384,1
4270,3.214816265,4.923324865,9.871193258,3.164094743,10.01149554,0.316409474,-4.664109017,1
4271,2.894486142,4.927326847,9.925495761,2.872507358,8.251298523,0.287250736,-4.730810855,1
4272,3.243937503,4.856945112,9.853185103,3.198448636,10.23007368,0.319844864,-4.762803833,1
4273,3.029080369,4.916709245,9.914072789,2.772600175,7.687311729,0.277260017,-4.737815742,1
4274,3.113665383,4.968100313,9.939497372,3.007000186,9.042050119,0.300700019,-4.508854343,1
4275,3.188446656,4.991497458,9.990444677,3.148354643,9.912136958,0.314835464,-4.464051761,1
4276,3.138267347,4.986020605,9.976576134,3.072397883,9.439628749,0.307239788,-4.490102379,1
4277,3.111925617,4.994620711,9.982969027,2.958676922,8.753769126,0.295867692,-4.646598878,1
4278,3.233448778,4.871016889,9.869958017,3.106588079,9.650889493,0.310658808,-4.866404977,1
4279,3.398466594,4.947336823,9.946240286,3.342447251,11.17195362,0.334244725,-4.750176933,1
4280,3.157948424,4.992506708,9.972938885,3.163840935,10.00988946,0.316384093,-4.696657801,1
4281,3.112938692,4.899491649,9.870220195,3.10424907,9.636362289,0.310424907,-4.069682174,1
4282,3.277719873,4.997150639,9.984832311,3.20392358,10.26512631,0.320392358,-4.624307906,1
4283,3.18590831,4.696245092,9.694321616,3.066984029,9.406391035,0.306698403,-4.907290241,1
4284,3.252071566,4.90418148,9.893127701,3.122844407,9.752157188,0.312284441,-4.762673623,1
4285,3.249932965,4.702208579,9.700551965,3.000738151,9.004429449,0.300073815,-4.665793251,1
4286,3.110682516,4.994142364,9.986635788,3.064792077,9.392950477,0.306479208,-4.391387993,1
4287,3.210706868,4.667857692,9.665382178,3.148631226,9.913878597,0.314863123,-4.573597909,1
4288,3.060673594,4.955188648,9.954169097,2.869263163,8.232671096,0.286926316,-4.598656049,1
4289,3.010117509,4.841448181,9.838979375,2.98427521,8.905898531,0.298427521,-4.673814089,1
4290,3.09292629,4.79291433,9.792910763,3.064345261,9.390211878,0.306434526,-4.733035139,1
4291,3.181460863,4.945647394,9.928985124,3.15635484,9.962575878,0.315635484,-4.657075734,1
4292,3.107493014,4.81644427,9.815045724,3.032415208,9.195541994,0.303241521,-4.44361544,1
4293,3.152387281,4.888583916,9.878860309,3.09414758,9.573749249,0.309414758,-4.556267355,1
4294,3.192101238,4.838481469,9.837937281,3.203755719,10.2640507,0.320375572,-4.053528962,1
4295,3.263828807,4.84851452,9.844772788,3.053691469,9.325031587,0.305369147,-4.77749883,1
4296,3.012534853,4.814951058,9.81001359,2.81103057,7.901892863,0.281103057,-4.685828909,1
4297,3.146839658,4.900371189,9.898220193,2.927000907,8.567334312,0.292700091,-4.509525272,1
4298,2.978299451,4.91480854,9.914261021,2.971994665,8.832752286,0.297199466,-4.515299109,1
4299,3.058000283,4.87055994,9.847465124,2.904475098,8.435975592,0.29044751,-4.608800778,1
4300,3.198810589,4.741984887,9.739150957,2.933780447,8.607067713,0.293378045,-4.513743128,1
4301,3.348594612,4.814963158,9.80958029,3.342453671,11.17199654,0.334245367,-4.592100221,1
4302,3.135073022,4.945126536,9.940192192,3.148722863,9.914455668,0.314872286,-4.579609664,1
4303,3.147479902,4.876937179,9.876336213,3.083883729,9.510338855,0.308388373,-4.725256024,1
4304,2.816649902,4.776898118,9.771880289,2.747606285,7.549340295,0.274760628,-4.468650188,1
4305,3.179736575,4.979476606,9.978326169,3.090470854,9.551010096,0.309047085,-4.74279768,1
4306,3.054393718,4.936130331,9.933208971,2.978252368,8.869987166,0.297825237,-4.515145851,1
4307,3.162915473,4.996122057,9.994944404,2.959918502,8.761117539,0.29599185,-4.6427289,1
4308,3.078148428,4.930936853,9.927793931,2.979499263,8.877415856,0.297949926,-4.393370931,1
4309,3.351404805,4.857411783,9.841508015,3.348652447,11.21347321,0.334865245,-4.535581694,1
4310,3.126736013,4.892185354,9.891972454,3.040585783,9.245161903,0.304058578,-4.735795546,1
4311,3.237961742,4.91953811,9.918070404,2.97371721,8.842994044,0.297371721,-4.736345401,1
4312,3.092685859,4.885282199,9.882109221,2.941686022,8.653516651,0.294168602,-4.627016745,1
4313,3.280556919,4.934606488,9.934599633,3.151001469,9.928810256,0.315100147,-4.680823358,1
4314,3.015693819,4.877539348,9.874939179,2.944629182,8.670841021,0.294462918,-4.169332416,1
4315,3.124075703,4.944738196,9.944094105,2.986591157,8.919726739,0.298659116,-4.576935498,1
4316,3.016898879,4.710130907,9.70601569,2.921405054,8.534607488,0.292140505,-4.657282787,1
4317,3.02444702,4.568600655,9.567907256,2.985955914,8.915932721,0.298595591,-4.657450996,1
4318,3.106030302,4.667586333,9.664877748,3.092673496,9.564629351,0.30926735,-4.76379967,1
4319,2.925659651,4.562675627,9.556220982,2.861219737,8.186578381,0.286121974,-4.572001987,1
4320,3.286616172,4.798800216,9.797782788,3.03727814,9.225058502,0.303727814,-4.874859559,1
4321,2.935331334,4.585221832,9.580141524,2.849372427,8.118923225,0.284937243,-4.518386532,1
4322,3.293099661,4.956080917,9.951360147,3.264394145,10.65626913,0.326439414,-4.785304314,1
4323,3.203136714,4.962750169,9.943585169,3.110276648,9.673820827,0.311027665,-4.76963278,1
4324,2.941704054,4.794131001,9.793450264,2.929599584,8.582553725,0.292959958,-4.525908295,1
4325,3.087448816,4.907308774,9.847473008,3.000797776,9.004787292,0.300079778,-4.720183319,1
4326,3.080021665,4.973769894,9.973431866,3.044146009,9.266824925,0.304414601,-4.626329326,1
4327,3.188319932,4.779556644,9.779450433,3.106969588,9.653260024,0.310696959,-4.501975228,1
4328,3.082062359,4.73398487,9.719858874,2.937315143,8.627820247,0.293731514,-4.651010115,1
4329,3.325795052,4.982372835,9.98038287,3.161803111,9.996998911,0.316180311,-4.876842707,1
4330,2.991955787,4.820405025,9.820396848,2.937045969,8.626239025,0.293704597,-4.224705565,1
4331,3.283085455,4.941721293,9.940479269,3.169222089,10.04396865,0.316922209,-4.748695633,1
4332,3.156475463,4.811933134,9.811931968,3.133122491,9.816456545,0.313312249,-4.330647454,1
4333,3.180904674,4.906050227,9.905272691,3.008729291,9.052451946,0.300872929,-4.826986035,1
4334,3.013912989,4.770506373,9.757498353,2.931869515,8.59585885,0.293186951,-4.608103498,1
4335,3.326825228,4.998180062,9.989835171,3.310446176,10.95905388,0.331044618,-4.709914154,1
4336,3.239836068,4.995896581,9.99277817,3.19037038,10.17846316,0.319037038,-4.70033893,1
4337,3.384621907,4.813198883,9.813128351,3.263356773,10.64949743,0.326335677,-4.940948756,1
4338,3.10923554,4.84782699,9.847822986,3.08159175,9.496207712,0.308159175,-4.825674246,1
4339,3.158695868,4.58247934,9.578850325,3.0313547,9.18911132,0.30313547,-4.701153318,1
4340,3.089445039,4.913736254,9.91030131,2.999155583,8.994934208,0.299915558,-4.56255348,1
4341,3.20711154,4.859734048,9.859397329,2.99688864,8.981341521,0.299688864,-4.709067341,1
4342,3.10032652,4.993725262,9.993623007,3.086092618,9.523967645,0.308609262,-4.74710585,1
4343,3.24975223,4.893305375,9.886631942,3.084073555,9.51150969,0.308407355,-4.670288378,1
4344,3.220137116,4.906562546,9.902519378,3.174874215,10.07982628,0.317487422,-4.699537238,1
4345,3.135186961,4.928450143,9.923832645,3.056979824,9.345125641,0.305697982,-4.733181458,1
4346,3.221326842,4.839688354,9.839435272,3.120581336,9.738027874,0.312058134,-4.500226043,1
4347,3.031266518,4.980140027,9.980118822,2.99015787,8.941044086,0.299015787,-4.438600727,1
4348,3.230358952,4.669944916,9.65011371,3.202428771,10.25555003,0.320242877,-4.476840801,1
4349,3.265892234,4.889916079,9.849037327,3.199405097,10.23619297,0.31994051,-4.681432812,1
4350,3.39912843,4.881392673,9.87852875,3.162015147,9.998339791,0.316201515,-4.88505479,1
4351,3.394995737,4.978275534,9.973454106,3.332743296,11.10717787,0.33327433,-4.767742113,1
4352,3.331792661,4.469167534,9.4634699,3.167048217,10.03019441,0.316704822,-4.897046623,1
4353,3.191139863,4.965941003,9.960058928,3.138907912,9.852742879,0.313890791,-4.817072742,1
4354,3.086340569,4.952178772,9.951405259,3.085987857,9.523321053,0.308598786,-4.494167837,1
4355,3.086296055,4.994772814,9.994767454,2.875563538,8.268865664,0.287556354,-4.520123369,1
4356,3.193232098,4.966143569,9.961060367,3.038514,9.232567326,0.3038514,-4.721973167,1
4357,3.264736383,4.968715811,9.968714719,3.075482962,9.458595449,0.307548296,-4.953419793,1
4358,3.156987325,4.876023511,9.867989752,3.124003212,9.759396071,0.312400321,-4.482889366,1
4359,3.037619247,4.896405976,9.896340259,3.018403115,9.110757365,0.301840312,-4.641507806,1
4360,3.260117044,4.975579006,9.975431377,3.232512167,10.44913491,0.323251217,-4.706866998,1
4361,3.167120936,4.860189467,9.859857725,2.979539275,8.877654293,0.297953928,-4.771498351,1
4362,3.405059281,4.946775946,9.946694961,3.272700264,10.71056702,0.327270026,-4.745203347,1
4363,3.093007165,4.945172385,9.943616756,2.961374087,8.769736485,0.296137409,-4.489413811,1
4364,3.357913649,4.788696369,9.775068505,3.199188811,10.23480905,0.319918881,-4.808458912,1
4365,2.979596078,4.981225714,9.981220626,2.760354379,7.619556297,0.276035438,-4.48864428,1
4366,2.998962543,4.794090776,9.740802939,2.98427582,8.905902167,0.298427582,-4.401118052,1
4367,2.89657697,4.766190994,9.765658069,2.740009374,7.507651372,0.274000937,-4.685575985,1
4368,3.139347657,4.681768262,9.652224483,3.104536204,9.638145039,0.31045362,-4.664643586,1
4369,3.269728527,4.655240451,9.65433669,3.160368793,9.987930908,0.316036879,-4.771981507,1
4370,3.216767415,4.994776748,9.990521762,3.182233504,10.12661007,0.31822335,-4.792092714,1
4371,3.432016579,4.859690208,9.855317671,3.263704037,10.65176404,0.326370404,-4.802732684,1
4372,3.236886486,4.962559227,9.960577008,3.183114236,10.13221624,0.318311424,-4.877359037,1
4373,2.961658996,4.998663179,9.949385486,2.955393331,8.734349741,0.295539333,-4.501640242,1
4374,3.275016063,4.94731574,9.942398644,3.111477418,9.681291722,0.311147742,-4.721462504,1
4375,3.342990302,4.432959674,9.432824847,2.994959346,8.969781485,0.299495935,-4.882374224,1
4376,3.21315799,4.927470344,9.926566414,3.159043361,9.979554956,0.315904336,-4.855664826,1
4377,3.123756935,4.870275679,9.870030639,3.029146469,9.175728333,0.302914647,-4.568284103,1
4378,3.232055234,4.714829199,9.710979457,2.93471968,8.612579601,0.293471968,-4.843411623,1
4379,3.178326526,4.95414152,9.953498557,3.117867726,9.721099155,0.311786773,-4.805502801,1
4380,3.133036508,4.896772983,9.870098788,3.049132801,9.29721084,0.30491328,-4.553090759,1
4381,3.309433814,4.875923259,9.875235242,3.135099328,9.828847793,0.313509933,-4.711869008,1
4382,2.994131187,4.837558992,9.796743176,2.913190039,8.486676201,0.291319004,-4.754271415,1
4383,3.152124861,4.993101359,9.992784988,3.15670691,9.964798517,0.315670691,-4.485514313,1
4384,3.128455906,4.996027808,9.995951739,3.074064801,9.449874404,0.30740648,-4.625549365,1
4385,2.962221154,4.730829484,9.729891747,2.765682179,7.648997914,0.276568218,-4.683500158,1
4386,3.351260802,4.72241095,9.711762813,3.056644068,9.343072958,0.305664407,-4.809596627,1
4387,3.315476231,4.795502461,9.787810107,3.157842792,9.971971101,0.315784279,-4.72726477,1
4388,3.353630364,4.948824697,9.947794631,3.246374929,10.53895018,0.324637493,-4.729759708,1
4389,3.374496067,4.885338455,9.866715455,3.317164727,11.00358182,0.331716473,-4.743668637,1
4390,3.399408919,4.994513957,9.994422305,3.356179814,11.26394294,0.335617981,-4.840321213,1
4391,2.945373995,4.978493345,9.956014403,2.902142702,8.422432262,0.29021427,-4.320107599,1
4392,3.338888688,4.963711015,9.9625401,3.32458322,11.05285359,0.332458322,-4.662030186,1
4393,3.036544118,4.880743132,9.873813834,2.967025923,8.803242829,0.296702592,-4.535564421,1
4394,3.116573251,4.998867552,9.993173684,3.04572857,9.276462522,0.304572857,-4.700998981,1
4395,3.061963023,4.983470119,9.979292907,3.030506625,9.183970407,0.303050663,-4.459973778,1
4396,3.191845927,4.960203653,9.960129771,3.168454931,10.03910665,0.316845493,-4.668110663,1
4397,2.99288151,4.980310815,9.927210645,2.938958754,8.637478558,0.293895875,-4.505575315,1
4398,3.007828207,4.461399059,9.460493679,2.864695755,8.206481767,0.286469575,-4.421828869,1
4399,3.141293262,4.921440289,9.920840964,2.977143431,8.863383011,0.297714343,-4.813590937,1
4400,3.016051504,4.846573523,9.846337508,2.937851745,8.630972878,0.293785175,-4.302656579,1
4401,3.141888821,4.796829709,9.795650168,3.06600613,9.40039359,0.306600613,-4.484356662,1
4402,3.23231354,4.929144878,9.922643631,3.034671314,9.209229983,0.303467131,-4.805592156,1
4403,3.002586956,4.888736875,9.883134854,2.977242313,8.863971792,0.297724231,-4.689090503,1
4404,3.102091635,4.772109623,9.771686865,3.022513295,9.135586621,0.30225133,-4.71937818,1
4405,3.080167777,4.926325092,9.926290513,3.044063402,9.266321993,0.30440634,-4.630251095,1
4406,3.134789272,4.962915291,9.96021948,3.059013624,9.357564354,0.305901362,-4.646961402,1
4407,3.228075817,4.983969431,9.981895398,3.201949622,10.25248138,0.320194962,-4.760855761,1
4408,3.118428701,4.669364672,9.66882638,3.001267332,9.007605597,0.300126733,-4.761660182,1
4409,3.255305296,4.888056773,9.886943687,3.214746513,10.33459515,0.321474651,-4.747426722,1
4410,3.199411118,4.982626983,9.982086202,3.093665252,9.570764691,0.309366525,-4.652729971,1
4411,3.107891523,4.80806591,9.782784684,2.936811188,8.624859955,0.293681119,-4.552125822,1
4412,2.921764641,4.75133673,9.72776302,2.82823856,7.998933352,0.282823856,-4.736022555,1
4413,3.067615067,4.992083206,9.992033984,2.924832428,8.554644731,0.292483243,-4.95029837,1
4414,3.199852113,4.990308429,9.985740432,3.19678705,10.21944744,0.319678705,-4.775838698,1
4415,2.973018448,4.700052939,9.699299186,2.855332014,8.15292091,0.285533201,-4.820539507,1
4416,3.214821257,4.995031547,9.99408308,3.135952385,9.834197359,0.313595238,-4.602995407,1
4417,3.243919231,4.906258482,9.905988887,2.998836024,8.993017498,0.299883602,-4.787595133,1
4418,3.331361271,4.785646395,9.782121317,3.220620525,10.37239656,0.322062052,-4.779496645,1
4419,3.201831599,4.926490726,9.895829354,3.212518489,10.32027504,0.321251849,-4.55737298,1
4420,3.148296062,4.68469919,9.684172959,2.927027778,8.567491615,0.292702778,-4.760279601,1
4421,3.062330905,4.92978113,9.929781129,3.023403718,9.140970043,0.302340372,-4.566812385,1
4422,2.982509894,4.849020916,9.848667405,2.932484903,8.599467706,0.29324849,-4.611301255,1
4423,3.192345252,4.926723167,9.926626924,3.175185849,10.08180518,0.317518585,-4.420931497,1
4424,3.074871755,4.941482452,9.941339204,3.088803571,9.5407075,0.308880357,-4.472985369,1
4425,3.152731459,4.99286634,9.989607724,3.098143114,9.598490754,0.309814311,-4.518028546,1
4426,3.172301197,4.894654971,9.894611243,3.091419075,9.556871899,0.309141908,-4.696440972,1
4427,3.098229544,4.613975774,9.59575284,2.894262177,8.376753551,0.289426218,-4.769094658,1
4428,3.05991194,4.975203157,9.974975901,2.82569829,7.984570824,0.282569829,-4.61018338,1
4429,3.273818391,4.977135498,9.976927145,3.191275197,10.18423738,0.31912752,-4.821167925,1
4430,3.110310726,4.730521906,9.721586278,2.85612792,8.157466695,0.285612792,-4.667132899,1
4431,3.214549089,4.894725549,9.894197914,3.148193217,9.911120531,0.314819322,-4.685293203,1
4432,3.084233487,4.836847906,9.823970319,3.050625898,9.306318368,0.30506259,-4.415925608,1
4433,3.173986094,4.793917785,9.793231377,3.03759396,9.226977063,0.303759396,-4.869123334,1
4434,3.05901707,4.997849821,9.991131673,2.809516303,7.893381858,0.28095163,-4.765764984,1
4435,3.052344599,4.924087807,9.920068804,2.919141785,8.521388761,0.291914178,-4.725199854,1
4436,3.045681497,4.877749897,9.87681415,2.973583419,8.842198351,0.297358342,-4.501068433,1
4437,3.347265858,4.888535824,9.881438923,3.210977572,10.31037697,0.321097757,-4.806733638,1
4438,3.416831165,4.989983393,9.988750502,3.06209561,9.376429528,0.306209561,-4.865206878,1
4439,3.232891398,4.997434832,9.997034426,3.245018586,10.53014562,0.324501859,-4.715397566,1
4440,3.085356509,4.95632503,9.956324375,3.001011575,9.006070474,0.300101158,-4.68875825,1
4441,3.270016272,4.998520937,9.993068183,3.164469987,10.0138703,0.316446999,-4.833611541,1
4442,3.04729117,4.95209726,9.896378551,3.055249811,9.334551407,0.305524981,-4.149121889,1
